"Industry Sector","Type of Employee","Quarter","Statistic Label","UNIT","VALUE"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","799.79"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","834.21"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","807.37"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","805.04"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","817.06"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","806.15"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","804.86"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","807.25"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","815.06"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","840.7"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","874.08"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","878.99"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","890.83"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","913.48"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","934.03"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","957.65"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","959.31"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","967.43"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","993.85"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","965.39"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","996.97"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","990.95"
"Textile and Textile Products (NACE 17-18)","Managerial Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","1039.98"
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1996Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1996Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1996Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1997Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1997Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1997Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1997Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1998Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1998Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1998Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1998Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1999Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1999Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1999Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","1999Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2000Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2000Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2000Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2000Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2001Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2001Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2001Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2003Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2003Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2004Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2004Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2004Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2004Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2005Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2005Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2005Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2005Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2006Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2006Q2","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2006Q3","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2006Q4","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2007Q1","Average Weekly Earnings (Euro)","Euro",""
"Textile and Textile Products (NACE 17-18)","Industrial Employees","2007Q2","Average Weekly Earnings (Euro)","Euro",""
"Leather and Leather Products (NACE 19)","All Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Leather and Leather Products (NACE 19)","All Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","261.73"
"Leather and Leather Products (NACE 19)","All Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","234.64"
"Leather and Leather Products (NACE 19)","All Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","252.9"
"Leather and Leather Products (NACE 19)","All Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","271.95"
"Leather and Leather Products (NACE 19)","All Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","259.89"
"Leather and Leather Products (NACE 19)","All Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","256.98"
"Leather and Leather Products (NACE 19)","All Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","255.15"
"Leather and Leather Products (NACE 19)","All Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","268.91"
"Leather and Leather Products (NACE 19)","All Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","277.83"
"Leather and Leather Products (NACE 19)","All Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","254.13"
"Leather and Leather Products (NACE 19)","All Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","260.24"
"Leather and Leather Products (NACE 19)","All Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","285.02"
"Leather and Leather Products (NACE 19)","All Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","285.03"
"Leather and Leather Products (NACE 19)","All Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","289.14"
"Leather and Leather Products (NACE 19)","All Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","288.74"
"Leather and Leather Products (NACE 19)","All Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","295.53"
"Leather and Leather Products (NACE 19)","All Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","316.03"
"Leather and Leather Products (NACE 19)","All Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","316.47"
"Leather and Leather Products (NACE 19)","All Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","294.23"
"Leather and Leather Products (NACE 19)","All Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","332.32"
"Leather and Leather Products (NACE 19)","All Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","356.8"
"Leather and Leather Products (NACE 19)","All Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","384.06"
"Leather and Leather Products (NACE 19)","All Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","378.15"
"Leather and Leather Products (NACE 19)","All Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","382.88"
"Leather and Leather Products (NACE 19)","All Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","390.32"
"Leather and Leather Products (NACE 19)","All Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","398.71"
"Leather and Leather Products (NACE 19)","All Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","399.89"
"Leather and Leather Products (NACE 19)","All Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","412.68"
"Leather and Leather Products (NACE 19)","All Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","396.06"
"Leather and Leather Products (NACE 19)","All Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","395.2"
"Leather and Leather Products (NACE 19)","All Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","393.42"
"Leather and Leather Products (NACE 19)","All Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","396.17"
"Leather and Leather Products (NACE 19)","All Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","402.38"
"Leather and Leather Products (NACE 19)","All Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","361.9"
"Leather and Leather Products (NACE 19)","All Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","440.34"
"Leather and Leather Products (NACE 19)","All Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","396.99"
"Leather and Leather Products (NACE 19)","All Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","401.66"
"Leather and Leather Products (NACE 19)","All Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","374.21"
"Leather and Leather Products (NACE 19)","All Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","441.74"
"Leather and Leather Products (NACE 19)","All Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","496.91"
"Leather and Leather Products (NACE 19)","All Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","466.43"
"Leather and Leather Products (NACE 19)","All Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","471.43"
"Leather and Leather Products (NACE 19)","All Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","469.63"
"Leather and Leather Products (NACE 19)","All Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","471.96"
"Leather and Leather Products (NACE 19)","All Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","490.43"
"Leather and Leather Products (NACE 19)","All Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","506.44"
"Leather and Leather Products (NACE 19)","All Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","535.78"
"Leather and Leather Products (NACE 19)","Clerical and Managerial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Leather and Leather Products (NACE 19)","Clerical and Managerial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","379.13"
"Leather and Leather Products (NACE 19)","Clerical and Managerial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","372.26"
"Leather and Leather Products (NACE 19)","Clerical and Managerial Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","379.4"
"Leather and Leather Products (NACE 19)","Clerical and Managerial Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","370.29"
"Leather and Leather Products (NACE 19)","Clerical and Managerial Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","373.07"
"Leather and Leather Products (NACE 19)","Clerical and Managerial Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","363.56"
"Leather and Leather Products (NACE 19)","Clerical and Managerial Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","368.9"
