"Statistic Label","Broad Nationality Group","Sex","Industry Sector NACE Rev 2","Year","UNIT","VALUE"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Professional, scientific and technical activities (M)","2015","Number","767"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Professional, scientific and technical activities (M)","2016","Number","1228"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Professional, scientific and technical activities (M)","2017","Number","1493"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Professional, scientific and technical activities (M)","2018","Number","2193"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2005","Number","341"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2006","Number","502"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2007","Number","1617"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2008","Number","2137"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2009","Number","1808"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2010","Number","1644"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2011","Number","1804"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2012","Number","2374"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2013","Number","3111"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2014","Number","4442"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2015","Number","5989"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2016","Number","8547"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2017","Number","10430"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Administrative and support service activities (N)","2018","Number","12067"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2005","Number","5"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2006","Number","9"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2007","Number","17"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2008","Number","28"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2009","Number","34"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2010","Number","45"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2011","Number","84"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2012","Number","163"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2013","Number","156"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2014","Number","198"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2015","Number","249"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2016","Number","321"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2017","Number","336"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Public administration and defence; compulsory social security (O)","2018","Number","349"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2005","Number","63"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2006","Number","74"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2007","Number","112"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2008","Number","140"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2009","Number","152"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2010","Number","161"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2011","Number","182"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2012","Number","224"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2013","Number","249"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2014","Number","266"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2015","Number","323"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2016","Number","333"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2017","Number","396"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Education (P)","2018","Number","478"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2005","Number","83"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2006","Number","105"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2007","Number","227"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2008","Number","317"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2009","Number","370"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2010","Number","430"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2011","Number","565"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2012","Number","572"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2013","Number","709"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2014","Number","864"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2015","Number","1202"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2016","Number","1804"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2017","Number","2252"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Human health and social work activities (Q)","2018","Number","2641"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Arts, entertainment and recreation (R)","2005","Number","70"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Arts, entertainment and recreation (R)","2006","Number","56"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Arts, entertainment and recreation (R)","2007","Number","98"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Arts, entertainment and recreation (R)","2008","Number","159"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Arts, entertainment and recreation (R)","2009","Number","182"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Arts, entertainment and recreation (R)","2010","Number","149"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Arts, entertainment and recreation (R)","2011","Number","171"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Arts, entertainment and recreation (R)","2012","Number","190"
"Foreign Nationals in Employment","EU25 to EU28 states","Both sexes","Arts, entertainment and recreation (R)","2013","Number","269"
